"","Concept","ID","Question","ChoiceNumber"
"4446","Bernie Sanders","36","Joe Biden Ronald Reagan",0
"4447","Bernie Sanders","36","Richard Nixon Abraham Lincoln",1
"4448","Bernie Sanders","36","Richard Nixon Barack Obama",1
"4449","Bernie Sanders","36","Richard Nixon Donald Trump",1
"4450","Bernie Sanders","36","Richard Nixon Elizabeth Warren",1
"4451","Bernie Sanders","36","Richard Nixon George W. Bush",0
"4452","Bernie Sanders","36","Richard Nixon Hillary Clinton",1
"4453","Bernie Sanders","36","Richard Nixon Joe Biden",1
"4454","Bernie Sanders","36","Richard Nixon Ronald Reagan",0
"4455","Bernie Sanders","36","Ronald Reagan Abraham Lincoln",1
"4456","Bernie Sanders","36","Ronald Reagan Barack Obama",1
"4457","Bernie Sanders","36","Ronald Reagan Donald Trump",0
"4458","Bernie Sanders","36","Ronald Reagan Elizabeth Warren",1
"4459","Bernie Sanders","36","Ronald Reagan George W. Bush",0
"4460","Bernie Sanders","36","Ronald Reagan Hillary Clinton",1
"4461","Bernie Sanders","36","Ronald Reagan Joe Biden",1
"4462","Bernie Sanders","36","Ronald Reagan Richard Nixon",1
"4463","Barack Obama","37","Abraham Lincoln Bernie Sanders",0
"4464","Barack Obama","37","Abraham Lincoln Donald Trump",0
"4465","Barack Obama","37","Abraham Lincoln Elizabeth Warren",0
"4466","Barack Obama","37","Abraham Lincoln George W. Bush",0
"4467","Barack Obama","37","Abraham Lincoln Hillary Clinton",0
"4468","Barack Obama","37","Abraham Lincoln Joe Biden",1
"4469","Barack Obama","37","Abraham Lincoln Richard Nixon",0
"4470","Barack Obama","37","Abraham Lincoln Ronald Reagan",0
"4471","Barack Obama","37","Bernie Sanders Abraham Lincoln",0
"4472","Barack Obama","37","Bernie Sanders Donald Trump",0
"4473","Barack Obama","37","Bernie Sanders Elizabeth Warren",1
"4474","Barack Obama","37","Bernie Sanders George W. Bush",0
"4475","Barack Obama","37","Bernie Sanders Hillary Clinton",1
"4476","Barack Obama","37","Bernie Sanders Joe Biden",1
"4477","Barack Obama","37","Bernie Sanders Richard Nixon",0
"4478","Barack Obama","37","Bernie Sanders Ronald Reagan",0
"4479","Barack Obama","37","Donald Trump Abraham Lincoln",1
"4480","Barack Obama","37","Donald Trump Bernie Sanders",1
"4481","Barack Obama","37","Donald Trump Elizabeth Warren",1
"4482","Barack Obama","37","Donald Trump George W. Bush",1
"4483","Barack Obama","37","Donald Trump Hillary Clinton",1
"4484","Barack Obama","37","Donald Trump Joe Biden",1
"4485","Barack Obama","37","Donald Trump Richard Nixon",1
"4486","Barack Obama","37","Donald Trump Ronald Reagan",1
"4487","Barack Obama","37","Elizabeth Warren Abraham Lincoln",0
"4488","Barack Obama","37","Elizabeth Warren Bernie Sanders",1
"4489","Barack Obama","37","Elizabeth Warren Donald Trump",0
"4490","Barack Obama","37","Elizabeth Warren George W. Bush",0
"4491","Barack Obama","37","Elizabeth Warren Hillary Clinton",0
"4492","Barack Obama","37","Elizabeth Warren Joe Biden",0
"4493","Barack Obama","37","Elizabeth Warren Richard Nixon",0
"4494","Barack Obama","37","Elizabeth Warren Ronald Reagan",0
"4495","Barack Obama","37","George W. Bush Abraham Lincoln",1
"4496","Barack Obama","37","George W. Bush Bernie Sanders",1
"4497","Barack Obama","37","George W. Bush Donald Trump",1
"4498","Barack Obama","37","George W. Bush Elizabeth Warren",1
"4499","Barack Obama","37","George W. Bush Hillary Clinton",1
"4500","Barack Obama","37","George W. Bush Joe Biden",1
"4501","Barack Obama","37","George W. Bush Richard Nixon",0
"4502","Barack Obama","37","George W. Bush Ronald Reagan",0
"4503","Barack Obama","37","Hillary Clinton Abraham Lincoln",1
"4504","Barack Obama","37","Hillary Clinton Bernie Sanders",0
"4505","Barack Obama","37","Hillary Clinton Donald Trump",0
"4506","Barack Obama","37","Hillary Clinton Elizabeth Warren",0
"4507","Barack Obama","37","Hillary Clinton George W. Bush",0
"4508","Barack Obama","37","Hillary Clinton Joe Biden",1
"4509","Barack Obama","37","Hillary Clinton Richard Nixon",0
"4510","Barack Obama","37","Hillary Clinton Ronald Reagan",0
"4511","Barack Obama","37","Joe Biden Abraham Lincoln",1
"4512","Barack Obama","37","Joe Biden Bernie Sanders",0
"4513","Barack Obama","37","Joe Biden Donald Trump",0
"4514","Barack Obama","37","Joe Biden Elizabeth Warren",0
"4515","Barack Obama","37","Joe Biden George W. Bush",0
"4516","Barack Obama","37","Joe Biden Hillary Clinton",0
"4517","Barack Obama","37","Joe Biden Richard Nixon",0
"4518","Barack Obama","37","Joe Biden Ronald Reagan",0
"4519","Barack Obama","37","Richard Nixon Abraham Lincoln",1
"4520","Barack Obama","37","Richard Nixon Bernie Sanders",1
"4521","Barack Obama","37","Richard Nixon Donald Trump",0
"4522","Barack Obama","37","Richard Nixon Elizabeth Warren",1
"4523","Barack Obama","37","Richard Nixon George W. Bush",1
"4524","Barack Obama","37","Richard Nixon Hillary Clinton",1
"4525","Barack Obama","37","Richard Nixon Joe Biden",1
"4526","Barack Obama","37","Richard Nixon Ronald Reagan",1
"4527","Barack Obama","37","Ronald Reagan Abraham Lincoln",1
"4528","Barack Obama","37","Ronald Reagan Bernie Sanders",1
"4529","Barack Obama","37","Ronald Reagan Donald Trump",0
"4530","Barack Obama","37","Ronald Reagan Elizabeth Warren",1
"4531","Barack Obama","37","Ronald Reagan George W. Bush",0
"4532","Barack Obama","37","Ronald Reagan Hillary Clinton",1
"4533","Barack Obama","37","Ronald Reagan Joe Biden",1
"4534","Barack Obama","37","Ronald Reagan Richard Nixon",0
"4535","Bernie Sanders","37","Abraham Lincoln Barack Obama",1
"4536","Bernie Sanders","37","Abraham Lincoln Donald Trump",0
"4537","Bernie Sanders","37","Abraham Lincoln Elizabeth Warren",1
"4538","Bernie Sanders","37","Abraham Lincoln George W. Bush",0
"4539","Bernie Sanders","37","Abraham Lincoln Hillary Clinton",0
"4540","Bernie Sanders","37","Abraham Lincoln Joe Biden",0
"4541","Bernie Sanders","37","Abraham Lincoln Richard Nixon",0
"4542","Bernie Sanders","37","Abraham Lincoln Ronald Reagan",0
"4543","Bernie Sanders","37","Barack Obama Abraham Lincoln",0
"4544","Bernie Sanders","37","Barack Obama Donald Trump",0
"4545","Bernie Sanders","37","Barack Obama Elizabeth Warren",1
"4546","Bernie Sanders","37","Barack Obama George W. Bush",0
"4547","Bernie Sanders","37","Barack Obama Hillary Clinton",0
"4548","Bernie Sanders","37","Barack Obama Joe Biden",0
"4549","Bernie Sanders","37","Barack Obama Richard Nixon",0
"4550","Bernie Sanders","37","Barack Obama Ronald Reagan",0
"4551","Bernie Sanders","37","Donald Trump Abraham Lincoln",1
"4552","Bernie Sanders","37","Donald Trump Barack Obama",1
"4553","Bernie Sanders","37","Donald Trump Elizabeth Warren",1
"4554","Bernie Sanders","37","Donald Trump George W. Bush",0
"4555","Bernie Sanders","37","Donald Trump Hillary Clinton",1
"4556","Bernie Sanders","37","Donald Trump Joe Biden",1
"4557","Bernie Sanders","37","Donald Trump Richard Nixon",0
"4558","Bernie Sanders","37","Donald Trump Ronald Reagan",0
"4559","Bernie Sanders","37","Elizabeth Warren Abraham Lincoln",0
"4560","Bernie Sanders","37","Elizabeth Warren Barack Obama",0
"4561","Bernie Sanders","37","Elizabeth Warren Donald Trump",0
"4562","Bernie Sanders","37","Elizabeth Warren George W. Bush",0
"4563","Bernie Sanders","37","Elizabeth Warren Hillary Clinton",0
"4564","Bernie Sanders","37","Elizabeth Warren Joe Biden",0
"4565","Bernie Sanders","37","Elizabeth Warren Richard Nixon",0
"4566","Bernie Sanders","37","Elizabeth Warren Ronald Reagan",0
"4567","Bernie Sanders","37","George W. Bush Abraham Lincoln",1
"4568","Bernie Sanders","37","George W. Bush Barack Obama",1
"4569","Bernie Sanders","37","George W. Bush Donald Trump",1
"4570","Bernie Sanders","37","George W. Bush Elizabeth Warren",1
"4571","Bernie Sanders","37","George W. Bush Hillary Clinton",1
"4572","Bernie Sanders","37","George W. Bush Joe Biden",1
"4573","Bernie Sanders","37","George W. Bush Richard Nixon",1
"4574","Bernie Sanders","37","George W. Bush Ronald Reagan",1
"4575","Bernie Sanders","37","Hillary Clinton Abraham Lincoln",1
"4576","Bernie Sanders","37","Hillary Clinton Barack Obama",1
"4577","Bernie Sanders","37","Hillary Clinton Donald Trump",0
"4578","Bernie Sanders","37","Hillary Clinton Elizabeth Warren",1
"4579","Bernie Sanders","37","Hillary Clinton George W. Bush",0
"4580","Bernie Sanders","37","Hillary Clinton Joe Biden",0
"4581","Bernie Sanders","37","Hillary Clinton Richard Nixon",0
"4582","Bernie Sanders","37","Hillary Clinton Ronald Reagan",0
"4583","Bernie Sanders","37","Joe Biden Abraham Lincoln",0
"4584","Bernie Sanders","37","Joe Biden Barack Obama",1
"4585","Bernie Sanders","37","Joe Biden Donald Trump",0
"4586","Bernie Sanders","37","Joe Biden Elizabeth Warren",1
"4587","Bernie Sanders","37","Joe Biden George W. Bush",0
"4588","Bernie Sanders","37","Joe Biden Hillary Clinton",0
"4589","Bernie Sanders","37","Joe Biden Richard Nixon",0
"4590","Bernie Sanders","37","Joe Biden Ronald Reagan",0
"4591","Bernie Sanders","37","Richard Nixon Abraham Lincoln",1
"4592","Bernie Sanders","37","Richard Nixon Barack Obama",1
"4593","Bernie Sanders","37","Richard Nixon Donald Trump",1
"4594","Bernie Sanders","37","Richard Nixon Elizabeth Warren",1
"4595","Bernie Sanders","37","Richard Nixon George W. Bush",0
"4596","Bernie Sanders","37","Richard Nixon Hillary Clinton",1
"4597","Bernie Sanders","37","Richard Nixon Joe Biden",1
"4598","Bernie Sanders","37","Richard Nixon Ronald Reagan",0
"4599","Bernie Sanders","37","Ronald Reagan Abraham Lincoln",1
"4600","Bernie Sanders","37","Ronald Reagan Barack Obama",1
"4601","Bernie Sanders","37","Ronald Reagan Donald Trump",1
"4602","Bernie Sanders","37","Ronald Reagan Elizabeth Warren",1
"4603","Bernie Sanders","37","Ronald Reagan George W. Bush",0
"4604","Bernie Sanders","37","Ronald Reagan Hillary Clinton",1
"4605","Bernie Sanders","37","Ronald Reagan Joe Biden",1
"4606","Bernie Sanders","37","Ronald Reagan Richard Nixon",1
"4607","Barack Obama","38","Abraham Lincoln Bernie Sanders",1
"4608","Barack Obama","38","Abraham Lincoln Donald Trump",0
"4609","Barack Obama","38","Abraham Lincoln Elizabeth Warren",0
"4610","Barack Obama","38","Abraham Lincoln George W. Bush",0
"4611","Barack Obama","38","Abraham Lincoln Hillary Clinton",0
"4612","Barack Obama","38","Abraham Lincoln Joe Biden",1
"4613","Barack Obama","38","Abraham Lincoln Richard Nixon",0
"4614","Barack Obama","38","Abraham Lincoln Ronald Reagan",0
"4615","Barack Obama","38","Bernie Sanders Abraham Lincoln",0
"4616","Barack Obama","38","Bernie Sanders Donald Trump",0
"4617","Barack Obama","38","Bernie Sanders Elizabeth Warren",0
"4618","Barack Obama","38","Bernie Sanders George W. Bush",0
"4619","Barack Obama","38","Bernie Sanders Hillary Clinton",1
"4620","Barack Obama","38","Bernie Sanders Joe Biden",1
"4621","Barack Obama","38","Bernie Sanders Richard Nixon",0
"4622","Barack Obama","38","Bernie Sanders Ronald Reagan",0
"4623","Barack Obama","38","Donald Trump Abraham Lincoln",1
"4624","Barack Obama","38","Donald Trump Bernie Sanders",1
"4625","Barack Obama","38","Donald Trump Elizabeth Warren",1
"4626","Barack Obama","38","Donald Trump George W. Bush",1
"4627","Barack Obama","38","Donald Trump Hillary Clinton",1
"4628","Barack Obama","38","Donald Trump Joe Biden",1
"4629","Barack Obama","38","Donald Trump Richard Nixon",0
"4630","Barack Obama","38","Donald Trump Ronald Reagan",1
"4631","Barack Obama","38","Elizabeth Warren Abraham Lincoln",1
"4632","Barack Obama","38","Elizabeth Warren Bernie Sanders",0
"4633","Barack Obama","38","Elizabeth Warren Donald Trump",0
"4634","Barack Obama","38","Elizabeth Warren George W. Bush",0
"4635","Barack Obama","38","Elizabeth Warren Hillary Clinton",1
"4636","Barack Obama","38","Elizabeth Warren Joe Biden",1
"4637","Barack Obama","38","Elizabeth Warren Richard Nixon",0
"4638","Barack Obama","38","Elizabeth Warren Ronald Reagan",0
"4639","Barack Obama","38","George W. Bush Abraham Lincoln",1
"4640","Barack Obama","38","George W. Bush Bernie Sanders",1
"4641","Barack Obama","38","George W. Bush Donald Trump",1
"4642","Barack Obama","38","George W. Bush Elizabeth Warren",1
"4643","Barack Obama","38","George W. Bush Hillary Clinton",1
"4644","Barack Obama","38","George W. Bush Joe Biden",1
"4645","Barack Obama","38","George W. Bush Richard Nixon",1
"4646","Barack Obama","38","George W. Bush Ronald Reagan",0
"4647","Barack Obama","38","Hillary Clinton Abraham Lincoln",1
"4648","Barack Obama","38","Hillary Clinton Bernie Sanders",0
"4649","Barack Obama","38","Hillary Clinton Donald Trump",0
"4650","Barack Obama","38","Hillary Clinton Elizabeth Warren",0
"4651","Barack Obama","38","Hillary Clinton George W. Bush",0
"4652","Barack Obama","38","Hillary Clinton Joe Biden",1
"4653","Barack Obama","38","Hillary Clinton Richard Nixon",0
"4654","Barack Obama","38","Hillary Clinton Ronald Reagan",0
"4655","Barack Obama","38","Joe Biden Abraham Lincoln",0
"4656","Barack Obama","38","Joe Biden Bernie Sanders",0
"4657","Barack Obama","38","Joe Biden Donald Trump",0
"4658","Barack Obama","38","Joe Biden Elizabeth Warren",0
"4659","Barack Obama","38","Joe Biden George W. Bush",0
"4660","Barack Obama","38","Joe Biden Hillary Clinton",0
"4661","Barack Obama","38","Joe Biden Richard Nixon",0
"4662","Barack Obama","38","Joe Biden Ronald Reagan",0
"4663","Barack Obama","38","Richard Nixon Abraham Lincoln",1
"4664","Barack Obama","38","Richard Nixon Bernie Sanders",1
"4665","Barack Obama","38","Richard Nixon Donald Trump",0
"4666","Barack Obama","38","Richard Nixon Elizabeth Warren",1
"4667","Barack Obama","38","Richard Nixon George W. Bush",1
"4668","Barack Obama","38","Richard Nixon Hillary Clinton",1
"4669","Barack Obama","38","Richard Nixon Joe Biden",1
"4670","Barack Obama","38","Richard Nixon Ronald Reagan",0
"4671","Barack Obama","38","Ronald Reagan Abraham Lincoln",1
"4672","Barack Obama","38","Ronald Reagan Bernie Sanders",1
"4673","Barack Obama","38","Ronald Reagan Donald Trump",1
"4674","Barack Obama","38","Ronald Reagan Elizabeth Warren",1
"4675","Barack Obama","38","Ronald Reagan George W. Bush",0
"4676","Barack Obama","38","Ronald Reagan Hillary Clinton",1
"4677","Barack Obama","38","Ronald Reagan Joe Biden",1
"4678","Barack Obama","38","Ronald Reagan Richard Nixon",0
"4679","Bernie Sanders","38","Abraham Lincoln Barack Obama",1
"4680","Bernie Sanders","38","Abraham Lincoln Donald Trump",0
"4681","Bernie Sanders","38","Abraham Lincoln Elizabeth Warren",1
"4682","Bernie Sanders","38","Abraham Lincoln George W. Bush",0
"4683","Bernie Sanders","38","Abraham Lincoln Hillary Clinton",0
"4684","Bernie Sanders","38","Abraham Lincoln Joe Biden",1
"4685","Bernie Sanders","38","Abraham Lincoln Richard Nixon",0
"4686","Bernie Sanders","38","Abraham Lincoln Ronald Reagan",0
"4687","Bernie Sanders","38","Barack Obama Abraham Lincoln",0
"4688","Bernie Sanders","38","Barack Obama Donald Trump",0
"4689","Bernie Sanders","38","Barack Obama Elizabeth Warren",1
"4690","Bernie Sanders","38","Barack Obama George W. Bush",0
"4691","Bernie Sanders","38","Barack Obama Hillary Clinton",0
"4692","Bernie Sanders","38","Barack Obama Joe Biden",0
"4693","Bernie Sanders","38","Barack Obama Richard Nixon",0
"4694","Bernie Sanders","38","Barack Obama Ronald Reagan",0
"4695","Bernie Sanders","38","Donald Trump Abraham Lincoln",1
"4696","Bernie Sanders","38","Donald Trump Barack Obama",1
"4697","Bernie Sanders","38","Donald Trump Elizabeth Warren",1
"4698","Bernie Sanders","38","Donald Trump George W. Bush",0
"4699","Bernie Sanders","38","Donald Trump Hillary Clinton",1
"4700","Bernie Sanders","38","Donald Trump Joe Biden",1
"4701","Bernie Sanders","38","Donald Trump Richard Nixon",0
"4702","Bernie Sanders","38","Donald Trump Ronald Reagan",1
"4703","Bernie Sanders","38","Elizabeth Warren Abraham Lincoln",0
"4704","Bernie Sanders","38","Elizabeth Warren Barack Obama",0
"4705","Bernie Sanders","38","Elizabeth Warren Donald Trump",0
"4706","Bernie Sanders","38","Elizabeth Warren George W. Bush",0
"4707","Bernie Sanders","38","Elizabeth Warren Hillary Clinton",0
"4708","Bernie Sanders","38","Elizabeth Warren Joe Biden",0
"4709","Bernie Sanders","38","Elizabeth Warren Richard Nixon",0
"4710","Bernie Sanders","38","Elizabeth Warren Ronald Reagan",0
"4711","Bernie Sanders","38","George W. Bush Abraham Lincoln",1
"4712","Bernie Sanders","38","George W. Bush Barack Obama",1
"4713","Bernie Sanders","38","George W. Bush Donald Trump",1
"4714","Bernie Sanders","38","George W. Bush Elizabeth Warren",1
"4715","Bernie Sanders","38","George W. Bush Hillary Clinton",1
"4716","Bernie Sanders","38","George W. Bush Joe Biden",1
"4717","Bernie Sanders","38","George W. Bush Richard Nixon",1
"4718","Bernie Sanders","38","George W. Bush Ronald Reagan",1
"4719","Bernie Sanders","38","Hillary Clinton Abraham Lincoln",1
"4720","Bernie Sanders","38","Hillary Clinton Barack Obama",1
"4721","Bernie Sanders","38","Hillary Clinton Donald Trump",0
"4722","Bernie Sanders","38","Hillary Clinton Elizabeth Warren",1
"4723","Bernie Sanders","38","Hillary Clinton George W. Bush",0
"4724","Bernie Sanders","38","Hillary Clinton Joe Biden",1
"4725","Bernie Sanders","38","Hillary Clinton Richard Nixon",0
"4726","Bernie Sanders","38","Hillary Clinton Ronald Reagan",0
"4727","Bernie Sanders","38","Joe Biden Abraham Lincoln",0
"4728","Bernie Sanders","38","Joe Biden Barack Obama",0
"4729","Bernie Sanders","38","Joe Biden Donald Trump",0
"4730","Bernie Sanders","38","Joe Biden Elizabeth Warren",1
"4731","Bernie Sanders","38","Joe Biden George W. Bush",0
"4732","Bernie Sanders","38","Joe Biden Hillary Clinton",0
"4733","Bernie Sanders","38","Joe Biden Richard Nixon",0
"4734","Bernie Sanders","38","Joe Biden Ronald Reagan",0
"4735","Bernie Sanders","38","Richard Nixon Abraham Lincoln",1
"4736","Bernie Sanders","38","Richard Nixon Barack Obama",1
"4737","Bernie Sanders","38","Richard Nixon Donald Trump",1
"4738","Bernie Sanders","38","Richard Nixon Elizabeth Warren",1
"4739","Bernie Sanders","38","Richard Nixon George W. Bush",0
"4740","Bernie Sanders","38","Richard Nixon Hillary Clinton",1
"4741","Bernie Sanders","38","Richard Nixon Joe Biden",1
"4742","Bernie Sanders","38","Richard Nixon Ronald Reagan",0
"4743","Bernie Sanders","38","Ronald Reagan Abraham Lincoln",1
"4744","Bernie Sanders","38","Ronald Reagan Barack Obama",1
"4745","Bernie Sanders","38","Ronald Reagan Donald Trump",1
"4746","Bernie Sanders","38","Ronald Reagan Elizabeth Warren",1
"4747","Bernie Sanders","38","Ronald Reagan George W. Bush",0
"4748","Bernie Sanders","38","Ronald Reagan Hillary Clinton",1
"4749","Bernie Sanders","38","Ronald Reagan Joe Biden",1
"4750","Bernie Sanders","38","Ronald Reagan Richard Nixon",1
"4751","Barack Obama","39","Abraham Lincoln Bernie Sanders",1
"4752","Barack Obama","39","Abraham Lincoln Donald Trump",0
"4753","Barack Obama","39","Abraham Lincoln Elizabeth Warren",0
"4754","Barack Obama","39","Abraham Lincoln George W. Bush",0
"4755","Barack Obama","39","Abraham Lincoln Hillary Clinton",0
"4756","Barack Obama","39","Abraham Lincoln Joe Biden",1
"4757","Barack Obama","39","Abraham Lincoln Richard Nixon",0
"4758","Barack Obama","39","Abraham Lincoln Ronald Reagan",0
"4759","Barack Obama","39","Bernie Sanders Abraham Lincoln",0
"4760","Barack Obama","39","Bernie Sanders Donald Trump",0
"4761","Barack Obama","39","Bernie Sanders Elizabeth Warren",0
"4762","Barack Obama","39","Bernie Sanders George W. Bush",0
"4763","Barack Obama","39","Bernie Sanders Hillary Clinton",1
"4764","Barack Obama","39","Bernie Sanders Joe Biden",1
"4765","Barack Obama","39","Bernie Sanders Richard Nixon",0
"4766","Barack Obama","39","Bernie Sanders Ronald Reagan",0
"4767","Barack Obama","39","Donald Trump Abraham Lincoln",1
"4768","Barack Obama","39","Donald Trump Bernie Sanders",1
"4769","Barack Obama","39","Donald Trump Elizabeth Warren",1
"4770","Barack Obama","39","Donald Trump George W. Bush",0
"4771","Barack Obama","39","Donald Trump Hillary Clinton",1
"4772","Barack Obama","39","Donald Trump Joe Biden",1
"4773","Barack Obama","39","Donald Trump Richard Nixon",0
"4774","Barack Obama","39","Donald Trump Ronald Reagan",1
"4775","Barack Obama","39","Elizabeth Warren Abraham Lincoln",1
"4776","Barack Obama","39","Elizabeth Warren Bernie Sanders",0
"4777","Barack Obama","39","Elizabeth Warren Donald Trump",0
"4778","Barack Obama","39","Elizabeth Warren George W. Bush",0
"4779","Barack Obama","39","Elizabeth Warren Hillary Clinton",0
"4780","Barack Obama","39","Elizabeth Warren Joe Biden",1
"4781","Barack Obama","39","Elizabeth Warren Richard Nixon",0
"4782","Barack Obama","39","Elizabeth Warren Ronald Reagan",0
"4783","Barack Obama","39","George W. Bush Abraham Lincoln",1
"4784","Barack Obama","39","George W. Bush Bernie Sanders",1
"4785","Barack Obama","39","George W. Bush Donald Trump",1
"4786","Barack Obama","39","George W. Bush Elizabeth Warren",1
"4787","Barack Obama","39","George W. Bush Hillary Clinton",1
"4788","Barack Obama","39","George W. Bush Joe Biden",1
"4789","Barack Obama","39","George W. Bush Richard Nixon",0
"4790","Barack Obama","39","George W. Bush Ronald Reagan",0
"4791","Barack Obama","39","Hillary Clinton Abraham Lincoln",1
"4792","Barack Obama","39","Hillary Clinton Bernie Sanders",0
"4793","Barack Obama","39","Hillary Clinton Donald Trump",0
"4794","Barack Obama","39","Hillary Clinton Elizabeth Warren",0
"4795","Barack Obama","39","Hillary Clinton George W. Bush",0
"4796","Barack Obama","39","Hillary Clinton Joe Biden",1
"4797","Barack Obama","39","Hillary Clinton Richard Nixon",0
"4798","Barack Obama","39","Hillary Clinton Ronald Reagan",0
"4799","Barack Obama","39","Joe Biden Abraham Lincoln",1
"4800","Barack Obama","39","Joe Biden Bernie Sanders",0
"4801","Barack Obama","39","Joe Biden Donald Trump",0
"4802","Barack Obama","39","Joe Biden Elizabeth Warren",0
"4803","Barack Obama","39","Joe Biden George W. Bush",0
"4804","Barack Obama","39","Joe Biden Hillary Clinton",0
"4805","Barack Obama","39","Joe Biden Richard Nixon",0
"4806","Barack Obama","39","Joe Biden Ronald Reagan",0
"4807","Barack Obama","39","Richard Nixon Abraham Lincoln",1
"4808","Barack Obama","39","Richard Nixon Bernie Sanders",1
"4809","Barack Obama","39","Richard Nixon Donald Trump",0
"4810","Barack Obama","39","Richard Nixon Elizabeth Warren",1
"4811","Barack Obama","39","Richard Nixon George W. Bush",1
"4812","Barack Obama","39","Richard Nixon Hillary Clinton",1
"4813","Barack Obama","39","Richard Nixon Joe Biden",1
"4814","Barack Obama","39","Richard Nixon Ronald Reagan",1
"4815","Barack Obama","39","Ronald Reagan Abraham Lincoln",1
"4816","Barack Obama","39","Ronald Reagan Bernie Sanders",1
"4817","Barack Obama","39","Ronald Reagan Donald Trump",0
"4818","Barack Obama","39","Ronald Reagan Elizabeth Warren",1
"4819","Barack Obama","39","Ronald Reagan George W. Bush",0
"4820","Barack Obama","39","Ronald Reagan Hillary Clinton",1
"4821","Barack Obama","39","Ronald Reagan Joe Biden",1
"4822","Barack Obama","39","Ronald Reagan Richard Nixon",0
"4823","Bernie Sanders","39","Abraham Lincoln Barack Obama",1
"4824","Bernie Sanders","39","Abraham Lincoln Donald Trump",0
"4825","Bernie Sanders","39","Abraham Lincoln Elizabeth Warren",1
"4826","Bernie Sanders","39","Abraham Lincoln George W. Bush",0
"4827","Bernie Sanders","39","Abraham Lincoln Hillary Clinton",0
"4828","Bernie Sanders","39","Abraham Lincoln Joe Biden",0
"4829","Bernie Sanders","39","Abraham Lincoln Richard Nixon",0
"4830","Bernie Sanders","39","Abraham Lincoln Ronald Reagan",0
"4831","Bernie Sanders","39","Barack Obama Abraham Lincoln",0
"4832","Bernie Sanders","39","Barack Obama Donald Trump",0
"4833","Bernie Sanders","39","Barack Obama Elizabeth Warren",1
"4834","Bernie Sanders","39","Barack Obama George W. Bush",0
"4835","Bernie Sanders","39","Barack Obama Hillary Clinton",0
"4836","Bernie Sanders","39","Barack Obama Joe Biden",0
"4837","Bernie Sanders","39","Barack Obama Richard Nixon",0
"4838","Bernie Sanders","39","Barack Obama Ronald Reagan",0
"4839","Bernie Sanders","39","Donald Trump Abraham Lincoln",1
"4840","Bernie Sanders","39","Donald Trump Barack Obama",1
"4841","Bernie Sanders","39","Donald Trump Elizabeth Warren",1
"4842","Bernie Sanders","39","Donald Trump George W. Bush",0
"4843","Bernie Sanders","39","Donald Trump Hillary Clinton",0
"4844","Bernie Sanders","39","Donald Trump Joe Biden",1
"4845","Bernie Sanders","39","Donald Trump Richard Nixon",0
"4846","Bernie Sanders","39","Donald Trump Ronald Reagan",0
"4847","Bernie Sanders","39","Elizabeth Warren Abraham Lincoln",0
"4848","Bernie Sanders","39","Elizabeth Warren Barack Obama",0
"4849","Bernie Sanders","39","Elizabeth Warren Donald Trump",0
"4850","Bernie Sanders","39","Elizabeth Warren George W. Bush",0
"4851","Bernie Sanders","39","Elizabeth Warren Hillary Clinton",0
"4852","Bernie Sanders","39","Elizabeth Warren Joe Biden",0
"4853","Bernie Sanders","39","Elizabeth Warren Richard Nixon",0
"4854","Bernie Sanders","39","Elizabeth Warren Ronald Reagan",0
"4855","Bernie Sanders","39","George W. Bush Abraham Lincoln",1
"4856","Bernie Sanders","39","George W. Bush Barack Obama",1
"4857","Bernie Sanders","39","George W. Bush Donald Trump",1
"4858","Bernie Sanders","39","George W. Bush Elizabeth Warren",1
"4859","Bernie Sanders","39","George W. Bush Hillary Clinton",1
"4860","Bernie Sanders","39","George W. Bush Joe Biden",1
"4861","Bernie Sanders","39","George W. Bush Richard Nixon",1
"4862","Bernie Sanders","39","George W. Bush Ronald Reagan",1
"4863","Bernie Sanders","39","Hillary Clinton Abraham Lincoln",1
"4864","Bernie Sanders","39","Hillary Clinton Barack Obama",1
"4865","Bernie Sanders","39","Hillary Clinton Donald Trump",0
"4866","Bernie Sanders","39","Hillary Clinton Elizabeth Warren",1
"4867","Bernie Sanders","39","Hillary Clinton George W. Bush",0
"4868","Bernie Sanders","39","Hillary Clinton Joe Biden",1
"4869","Bernie Sanders","39","Hillary Clinton Richard Nixon",0
"4870","Bernie Sanders","39","Hillary Clinton Ronald Reagan",0
"4871","Bernie Sanders","39","Joe Biden Abraham Lincoln",0
"4872","Bernie Sanders","39","Joe Biden Barack Obama",1
"4873","Bernie Sanders","39","Joe Biden Donald Trump",0
"4874","Bernie Sanders","39","Joe Biden Elizabeth Warren",1
"4875","Bernie Sanders","39","Joe Biden George W. Bush",0
"4876","Bernie Sanders","39","Joe Biden Hillary Clinton",0
"4877","Bernie Sanders","39","Joe Biden Richard Nixon",0
"4878","Bernie Sanders","39","Joe Biden Ronald Reagan",0
"4879","Bernie Sanders","39","Richard Nixon Abraham Lincoln",1
"4880","Bernie Sanders","39","Richard Nixon Barack Obama",1
"4881","Bernie Sanders","39","Richard Nixon Donald Trump",1
"4882","Bernie Sanders","39","Richard Nixon Elizabeth Warren",1
"4883","Bernie Sanders","39","Richard Nixon George W. Bush",0
"4884","Bernie Sanders","39","Richard Nixon Hillary Clinton",0
"4885","Bernie Sanders","39","Richard Nixon Joe Biden",1
"4886","Bernie Sanders","39","Richard Nixon Ronald Reagan",0
